"Var1","Var2","value"
"Macedonian","Norwegian (Bokmål)",11416.2082149617
"Serbian","Norwegian (Bokmål)",11416.2082149617
"Old Church Slavonic","Norwegian (Bokmål)",10444.5169988811
"Slovenian","Norwegian (Bokmål)",11416.2082149617
"Latvian","Norwegian (Bokmål)",11416.2082149617
"Lithuanian","Norwegian (Bokmål)",11416.2082149617
"Western Punjabi","Norwegian (Bokmål)",12798.0624791546
"Urdu","Norwegian (Bokmål)",12798.0624791546
"Hindi","Norwegian (Bokmål)",12798.0624791546
"Bihari","Norwegian (Bokmål)",12798.0624791546
"Gujarati","Norwegian (Bokmål)",12798.0624791546
"Marathi","Norwegian (Bokmål)",12798.0624791546
"Sindhi","Norwegian (Bokmål)",12798.0624791546
"Assamese","Norwegian (Bokmål)",12798.0624791546
"Oriya","Norwegian (Bokmål)",12798.0624791546
"Bengali","Norwegian (Bokmål)",12798.0624791546
"Kashmiri","Norwegian (Bokmål)",12798.0624791546
"Sinhalese","Norwegian (Bokmål)",12798.0624791546
"Romani","Norwegian (Bokmål)",12798.0624791546
"Sanskrit","Norwegian (Bokmål)",9803.91638087458
"Tajik","Norwegian (Bokmål)",12798.0624791546
"Persian","Norwegian (Bokmål)",12798.0624791546
"Kurdish (Sorani)","Norwegian (Bokmål)",12798.0624791546
"Ossetian","Norwegian (Bokmål)",12798.0624791546
"Albanian","Norwegian (Bokmål)",12798.0624791546
"Anglo Saxon","Norwegian (Bokmål)",12798.0624791546
"Greek","Norwegian (Bokmål)",12798.0624791546
"Armenian","Norwegian (Bokmål)",13663.9058346533
"Armenian","Norwegian (Bokmål)",13663.9058346533
"Friulian","Danish",10175.8126726966
"Italian","Danish",10175.8126726966
"Romansh","Danish",10175.8126726966
"Walloon","Danish",10175.8126726966
"French","Danish",10175.8126726966
"Occitan","Danish",10175.8126726966
"Spanish","Danish",10175.8126726966
"Portuguese","Danish",10175.8126726966
"Catalan","Danish",10175.8126726966
"Aromanian","Danish",10175.8126726966
"Romanian","Danish",10175.8126726966
"Latin","Danish",8208.68985453843
"Breton","Danish",10175.8126726966
"Breton","Danish",10175.8126726966
"Breton","Danish",10175.8126726966
"Cornish","Danish",10175.8126726966
"Welsh","Danish",10175.8126726966
"Welsh","Danish",10175.8126726966
"Irish","Danish",10175.8126726966
"Scottish Gaelic","Danish",10175.8126726966
"Luxembourgish","Danish",3792.6452347609
"German","Danish",3792.6452347609
"West Flemish","Danish",3792.6452347609
"Dutch","Danish",3792.6452347609
"English","Danish",3792.6452347609
"Swedish","Danish",1444.7189287561
"Swedish","Danish",1444.7189287561
"Swedish","Danish",1444.7189287561
"Norwegian (Bokmål)","Danish",673.716013766501
"Danish","Danish",0
"Faroese","Danish",2626.1925432704
"Icelandic","Danish",2626.1925432704
"Gothic","Danish",3224.92229511203
"Czech","Danish",11416.2082149617
"Czech","Danish",11416.2082149617
"Slovak","Danish",11416.2082149617
"Upper Sorbian","Danish",11416.2082149617
"Lower Sorbian","Danish",11416.2082149617
"Polish","Danish",11416.2082149617
"Belarusian","Danish",11416.2082149617
"Ukrainian","Danish",11416.2082149617
"Russian","Danish",11416.2082149617
"Bulgarian","Danish",11416.2082149617
"Macedonian","Danish",11416.2082149617
"Serbian","Danish",11416.2082149617
"Old Church Slavonic","Danish",10444.5169988811
"Slovenian","Danish",11416.2082149617
"Latvian","Danish",11416.2082149617
"Lithuanian","Danish",11416.2082149617
"Western Punjabi","Danish",12798.0624791546
"Urdu","Danish",12798.0624791546
"Hindi","Danish",12798.0624791546
"Bihari","Danish",12798.0624791546
"Gujarati","Danish",12798.0624791546
"Marathi","Danish",12798.0624791546
"Sindhi","Danish",12798.0624791546
"Assamese","Danish",12798.0624791546
"Oriya","Danish",12798.0624791546
"Bengali","Danish",12798.0624791546
"Kashmiri","Danish",12798.0624791546
"Sinhalese","Danish",12798.0624791546
"Romani","Danish",12798.0624791546
"Sanskrit","Danish",9803.91638087458
"Tajik","Danish",12798.0624791546
"Persian","Danish",12798.0624791546
"Kurdish (Sorani)","Danish",12798.0624791546
"Ossetian","Danish",12798.0624791546
"Albanian","Danish",12798.0624791546
"Anglo Saxon","Danish",12798.0624791546
"Greek","Danish",12798.0624791546
"Armenian","Danish",13663.9058346533
"Armenian","Danish",13663.9058346533
"Friulian","Faroese",10175.8126726966
"Italian","Faroese",10175.8126726966
"Romansh","Faroese",10175.8126726966
"Walloon","Faroese",10175.8126726966
"French","Faroese",10175.8126726966
"Occitan","Faroese",10175.8126726966
"Spanish","Faroese",10175.8126726966
"Portuguese","Faroese",10175.8126726966
"Catalan","Faroese",10175.8126726966
"Aromanian","Faroese",10175.8126726966
"Romanian","Faroese",10175.8126726966
"Latin","Faroese",8208.68985453843
"Breton","Faroese",10175.8126726966
"Breton","Faroese",10175.8126726966
"Breton","Faroese",10175.8126726966
"Cornish","Faroese",10175.8126726966
"Welsh","Faroese",10175.8126726966
"Welsh","Faroese",10175.8126726966
"Irish","Faroese",10175.8126726966
"Scottish Gaelic","Faroese",10175.8126726966
"Luxembourgish","Faroese",3792.6452347609
"German","Faroese",3792.6452347609
"West Flemish","Faroese",3792.6452347609
"Dutch","Faroese",3792.6452347609
"English","Faroese",3792.6452347609
"Swedish","Faroese",2626.1925432704
"Swedish","Faroese",2626.1925432704
"Swedish","Faroese",2626.1925432704
"Norwegian (Bokmål)","Faroese",2626.1925432704
"Danish","Faroese",2626.1925432704
"Faroese","Faroese",0
"Icelandic","Faroese",709.565327769096
"Gothic","Faroese",3224.92229511203
"Czech","Faroese",11416.2082149617
"Czech","Faroese",11416.2082149617
"Slovak","Faroese",11416.2082149617
"Upper Sorbian","Faroese",11416.2082149617
"Lower Sorbian","Faroese",11416.2082149617
"Polish","Faroese",11416.2082149617
"Belarusian","Faroese",11416.2082149617
"Ukrainian","Faroese",11416.2082149617
"Russian","Faroese",11416.2082149617
"Bulgarian","Faroese",11416.2082149617
"Macedonian","Faroese",11416.2082149617
"Serbian","Faroese",11416.2082149617
"Old Church Slavonic","Faroese",10444.5169988811
"Slovenian","Faroese",11416.2082149617
"Latvian","Faroese",11416.2082149617
"Lithuanian","Faroese",11416.2082149617
"Western Punjabi","Faroese",12798.0624791546
"Urdu","Faroese",12798.0624791546
"Hindi","Faroese",12798.0624791546
"Bihari","Faroese",12798.0624791546
"Gujarati","Faroese",12798.0624791546
"Marathi","Faroese",12798.0624791546
"Sindhi","Faroese",12798.0624791546
"Assamese","Faroese",12798.0624791546
"Oriya","Faroese",12798.0624791546
"Bengali","Faroese",12798.0624791546
"Kashmiri","Faroese",12798.0624791546
"Sinhalese","Faroese",12798.0624791546
"Romani","Faroese",12798.0624791546
"Sanskrit","Faroese",9803.91638087458
"Tajik","Faroese",12798.0624791546
"Persian","Faroese",12798.0624791546
"Kurdish (Sorani)","Faroese",12798.0624791546
"Ossetian","Faroese",12798.0624791546
"Albanian","Faroese",12798.0624791546
"Anglo Saxon","Faroese",12798.0624791546
"Greek","Faroese",12798.0624791546
"Armenian","Faroese",13663.9058346533
"Armenian","Faroese",13663.9058346533
"Friulian","Icelandic",10175.8126726966
"Italian","Icelandic",10175.8126726966
"Romansh","Icelandic",10175.8126726966
"Walloon","Icelandic",10175.8126726966
"French","Icelandic",10175.8126726966
"Occitan","Icelandic",10175.8126726966
"Spanish","Icelandic",10175.8126726966
"Portuguese","Icelandic",10175.8126726966
"Catalan","Icelandic",10175.8126726966
"Aromanian","Icelandic",10175.8126726966
"Romanian","Icelandic",10175.8126726966
"Latin","Icelandic",8208.68985453843
"Breton","Icelandic",10175.8126726966
"Breton","Icelandic",10175.8126726966
"Breton","Icelandic",10175.8126726966
"Cornish","Icelandic",10175.8126726966
"Welsh","Icelandic",10175.8126726966
"Welsh","Icelandic",10175.8126726966
"Irish","Icelandic",10175.8126726966
"Scottish Gaelic","Icelandic",10175.8126726966
"Luxembourgish","Icelandic",3792.6452347609
"German","Icelandic",3792.6452347609
"West Flemish","Icelandic",3792.6452347609
"Dutch","Icelandic",3792.6452347609
"English","Icelandic",3792.6452347609
"Swedish","Icelandic",2626.1925432704
"Swedish","Icelandic",2626.1925432704
"Swedish","Icelandic",2626.1925432704
"Norwegian (Bokmål)","Icelandic",2626.1925432704
"Danish","Icelandic",2626.1925432704
"Faroese","Icelandic",709.565327769096
"Icelandic","Icelandic",0
"Gothic","Icelandic",3224.92229511203
"Czech","Icelandic",11416.2082149617
"Czech","Icelandic",11416.2082149617
"Slovak","Icelandic",11416.2082149617
"Upper Sorbian","Icelandic",11416.2082149617
"Lower Sorbian","Icelandic",11416.2082149617
"Polish","Icelandic",11416.2082149617
"Belarusian","Icelandic",11416.2082149617
"Ukrainian","Icelandic",11416.2082149617
"Russian","Icelandic",11416.2082149617
"Bulgarian","Icelandic",11416.2082149617
"Macedonian","Icelandic",11416.2082149617
"Serbian","Icelandic",11416.2082149617
"Old Church Slavonic","Icelandic",10444.5169988811
"Slovenian","Icelandic",11416.2082149617
"Latvian","Icelandic",11416.2082149617
"Lithuanian","Icelandic",11416.2082149617
"Western Punjabi","Icelandic",12798.0624791546
"Urdu","Icelandic",12798.0624791546
"Hindi","Icelandic",12798.0624791546
"Bihari","Icelandic",12798.0624791546
"Gujarati","Icelandic",12798.0624791546
"Marathi","Icelandic",12798.0624791546
"Sindhi","Icelandic",12798.0624791546
"Assamese","Icelandic",12798.0624791546
"Oriya","Icelandic",12798.0624791546
"Bengali","Icelandic",12798.0624791546
"Kashmiri","Icelandic",12798.0624791546
"Sinhalese","Icelandic",12798.0624791546
"Romani","Icelandic",12798.0624791546
"Sanskrit","Icelandic",9803.91638087458
"Tajik","Icelandic",12798.0624791546
"Persian","Icelandic",12798.0624791546
"Kurdish (Sorani)","Icelandic",12798.0624791546
"Ossetian","Icelandic",12798.0624791546
"Albanian","Icelandic",12798.0624791546
"Anglo Saxon","Icelandic",12798.0624791546
"Greek","Icelandic",12798.0624791546
"Armenian","Icelandic",13663.9058346533
"Armenian","Icelandic",13663.9058346533
"Friulian","Gothic",8527.85949838323
"Italian","Gothic",8527.85949838323
"Romansh","Gothic",8527.85949838323
"Walloon","Gothic",8527.85949838323
"French","Gothic",8527.85949838323
"Occitan","Gothic",8527.85949838323
"Spanish","Gothic",8527.85949838323
"Portuguese","Gothic",8527.85949838323
"Catalan","Gothic",8527.85949838323
"Aromanian","Gothic",8527.85949838323
"Romanian","Gothic",8527.85949838323
"Latin","Gothic",6560.73668022503
"Breton","Gothic",8527.85949838323
"Breton","Gothic",8527.85949838323
"Breton","Gothic",8527.85949838323
"Cornish","Gothic",8527.85949838323
"Welsh","Gothic",8527.85949838323
"Welsh","Gothic",8527.85949838323
"Irish","Gothic",8527.85949838323
"Scottish Gaelic","Gothic",8527.85949838323
"Luxembourgish","Gothic",3224.92229511203
"German","Gothic",3224.92229511203
"West Flemish","Gothic",3224.92229511203
"Dutch","Gothic",3224.92229511203
"English","Gothic",3224.92229511203
"Swedish","Gothic",3224.92229511203
"Swedish","Gothic",3224.92229511203
"Swedish","Gothic",3224.92229511203
"Norwegian (Bokmål)","Gothic",3224.92229511203
"Danish","Gothic",3224.92229511203
"Faroese","Gothic",3224.92229511203
"Icelandic","Gothic",3224.92229511203
"Gothic","Gothic",0
"Czech","Gothic",9768.25504064831
"Czech","Gothic",9768.25504064831
"Slovak","Gothic",9768.2550406483
"Upper Sorbian","Gothic",9768.25504064833
"Lower Sorbian","Gothic",9768.25504064833
"Polish","Gothic",9768.25504064831
"Belarusian","Gothic",9768.25504064831
"Ukrainian","Gothic",9768.25504064831
"Russian","Gothic",9768.2550406483
"Bulgarian","Gothic",9768.25504064834
"Macedonian","Gothic",9768.25504064834
"Serbian","Gothic",9768.25504064834
"Old Church Slavonic","Gothic",8796.56382456771
"Slovenian","Gothic",9768.2550406483
"Latvian","Gothic",9768.2550406483
"Lithuanian","Gothic",9768.2550406483
"Western Punjabi","Gothic",11150.1093048412
"Urdu","Gothic",11150.1093048412
"Hindi","Gothic",11150.1093048412
"Bihari","Gothic",11150.1093048412
"Gujarati","Gothic",11150.1093048412
"Marathi","Gothic",11150.1093048412
"Sindhi","Gothic",11150.1093048412
"Assamese","Gothic",11150.1093048412
"Oriya","Gothic",11150.1093048412
"Bengali","Gothic",11150.1093048412
"Kashmiri","Gothic",11150.1093048412
"Sinhalese","Gothic",11150.1093048412
"Romani","Gothic",11150.1093048412
"Sanskrit","Gothic",8155.96320656118
"Tajik","Gothic",11150.1093048412
"Persian","Gothic",11150.1093048412
"Kurdish (Sorani)","Gothic",11150.1093048412
"Ossetian","Gothic",11150.1093048412
"Albanian","Gothic",11150.1093048412
"Anglo Saxon","Gothic",11150.1093048412
"Greek","Gothic",11150.1093048412
"Armenian","Gothic",12015.9526603399
"Armenian","Gothic",12015.9526603399
"Friulian","Czech",11416.2082149617
"Italian","Czech",11416.2082149617
"Romansh","Czech",11416.2082149617
"Walloon","Czech",11416.2082149617
"French","Czech",11416.2082149617
"Occitan","Czech",11416.2082149617
"Spanish","Czech",11416.2082149617
"Portuguese","Czech",11416.2082149617
"Catalan","Czech",11416.2082149617
"Aromanian","Czech",11416.2082149617
"Romanian","Czech",11416.2082149617
"Latin","Czech",9449.08539680351
"Breton","Czech",11416.2082149617
"Breton","Czech",11416.2082149617
"Breton","Czech",11416.2082149617
"Cornish","Czech",11416.2082149617
"Welsh","Czech",11416.2082149617
"Welsh","Czech",11416.2082149617
"Irish","Czech",11416.2082149617
"Scottish Gaelic","Czech",11416.2082149617
"Luxembourgish","Czech",11416.2082149617
"German","Czech",11416.2082149617
"West Flemish","Czech",11416.2082149617
"Dutch","Czech",11416.2082149617
"English","Czech",11416.2082149617
"Swedish","Czech",11416.2082149617
"Swedish","Czech",11416.2082149617
"Swedish","Czech",11416.2082149617
"Norwegian (Bokmål)","Czech",11416.2082149617
"Danish","Czech",11416.2082149617
"Faroese","Czech",11416.2082149617
"Icelandic","Czech",11416.2082149617
"Gothic","Czech",9768.25504064831
"Czech","Czech",0
"Czech","Czech",632.482764478009
"Slovak","Czech",978.695518318405
"Upper Sorbian","Czech",1641.95218561843
"Lower Sorbian","Czech",1641.95218561843
"Polish","Czech",2422.58524090475
"Belarusian","Czech",2422.58524090475
"Ukrainian","Czech",2422.58524090475
"Russian","Czech",2422.58524090475
"Bulgarian","Czech",3223.85239296283
"Macedonian","Czech",3223.85239296283
"Serbian","Czech",3223.85239296283
"Old Church Slavonic","Czech",2252.16117688221
"Slovenian","Czech",3223.8523929628
"Latvian","Czech",6239.2106625623
"Lithuanian","Czech",6239.2106625623
"Western Punjabi","Czech",12798.0624791546
"Urdu","Czech",12798.0624791546
"Hindi","Czech",12798.0624791546
"Bihari","Czech",12798.0624791546
"Gujarati","Czech",12798.0624791546
"Marathi","Czech",12798.0624791546
"Sindhi","Czech",12798.0624791546
"Assamese","Czech",12798.0624791546
"Oriya","Czech",12798.0624791546
"Bengali","Czech",12798.0624791546
"Kashmiri","Czech",12798.0624791546
"Sinhalese","Czech",12798.0624791546
"Romani","Czech",12798.0624791546
"Sanskrit","Czech",9803.91638087458
"Tajik","Czech",12798.0624791546
"Persian","Czech",12798.0624791546
"Kurdish (Sorani)","Czech",12798.0624791546
"Ossetian","Czech",12798.0624791546
"Albanian","Czech",12798.0624791546
"Anglo Saxon","Czech",12798.0624791546
"Greek","Czech",12798.0624791546
"Armenian","Czech",13663.9058346533
"Armenian","Czech",13663.9058346533
"Friulian","Czech",11416.2082149617
"Italian","Czech",11416.2082149617
"Romansh","Czech",11416.2082149617
"Walloon","Czech",11416.2082149617
"French","Czech",11416.2082149617
"Occitan","Czech",11416.2082149617
"Spanish","Czech",11416.2082149617
"Portuguese","Czech",11416.2082149617
"Catalan","Czech",11416.2082149617
"Aromanian","Czech",11416.2082149617
"Romanian","Czech",11416.2082149617
"Latin","Czech",9449.08539680351
"Breton","Czech",11416.2082149617
"Breton","Czech",11416.2082149617
"Breton","Czech",11416.2082149617
"Cornish","Czech",11416.2082149617
"Welsh","Czech",11416.2082149617
"Welsh","Czech",11416.2082149617
"Irish","Czech",11416.2082149617
"Scottish Gaelic","Czech",11416.2082149617
"Luxembourgish","Czech",11416.2082149617
"German","Czech",11416.2082149617
"West Flemish","Czech",11416.2082149617
"Dutch","Czech",11416.2082149617
"English","Czech",11416.2082149617
"Swedish","Czech",11416.2082149617
"Swedish","Czech",11416.2082149617
"Swedish","Czech",11416.2082149617
"Norwegian (Bokmål)","Czech",11416.2082149617
"Danish","Czech",11416.2082149617
"Faroese","Czech",11416.2082149617
"Icelandic","Czech",11416.2082149617
"Gothic","Czech",9768.25504064831
"Czech","Czech",632.482764478009
"Czech","Czech",0
"Slovak","Czech",978.695518318405
"Upper Sorbian","Czech",1641.95218561843
"Lower Sorbian","Czech",1641.95218561843
"Polish","Czech",2422.58524090475
"Belarusian","Czech",2422.58524090475
"Ukrainian","Czech",2422.58524090475
"Russian","Czech",2422.58524090475
"Bulgarian","Czech",3223.85239296283
"Macedonian","Czech",3223.85239296283
"Serbian","Czech",3223.85239296283
"Old Church Slavonic","Czech",2252.16117688221
"Slovenian","Czech",3223.8523929628
"Latvian","Czech",6239.2106625623
"Lithuanian","Czech",6239.2106625623
"Western Punjabi","Czech",12798.0624791546
"Urdu","Czech",12798.0624791546
"Hindi","Czech",12798.0624791546
"Bihari","Czech",12798.0624791546
"Gujarati","Czech",12798.0624791546
"Marathi","Czech",12798.0624791546
"Sindhi","Czech",12798.0624791546
"Assamese","Czech",12798.0624791546
"Oriya","Czech",12798.0624791546
"Bengali","Czech",12798.0624791546
"Kashmiri","Czech",12798.0624791546
"Sinhalese","Czech",12798.0624791546
"Romani","Czech",12798.0624791546
"Sanskrit","Czech",9803.91638087458
"Tajik","Czech",12798.0624791546
"Persian","Czech",12798.0624791546
"Kurdish (Sorani)","Czech",12798.0624791546
"Ossetian","Czech",12798.0624791546
"Albanian","Czech",12798.0624791546
"Anglo Saxon","Czech",12798.0624791546
"Greek","Czech",12798.0624791546
"Armenian","Czech",13663.9058346533
